,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
247,3,6,0,0,1204,1,2,4,2,0,1,3,0,0,0,1,2,1,0,1,0
248,2,24,2,3,1925,0,2,2,2,0,2,0,0,2,1,1,2,1,0,0,0
249,3,18,2,4,433,0,0,3,1,1,4,0,1,2,0,1,2,1,0,0,1
250,0,6,4,0,666,3,3,3,1,0,4,0,0,2,1,2,1,1,1,0,0
251,2,12,2,3,2251,0,2,1,1,0,2,2,0,2,1,1,1,1,0,0,0
252,1,30,2,0,2150,0,2,4,1,2,2,3,1,0,1,1,2,1,0,0,1
253,3,24,3,3,4151,1,2,2,2,0,3,1,0,2,1,2,2,1,0,0,0
254,1,9,2,3,2030,4,3,2,2,0,1,2,1,2,1,1,2,1,1,0,0
255,1,60,3,4,7418,4,2,1,2,0,1,0,0,2,1,1,1,1,0,0,0
256,3,24,4,4,2684,0,2,4,2,0,2,0,0,2,1,2,1,1,0,0,0
257,0,12,1,4,2149,0,2,4,0,0,1,3,0,2,2,1,2,1,0,0,1
258,3,15,2,1,3812,1,1,1,1,0,4,2,1,2,1,1,2,1,1,0,0
259,3,11,4,4,1154,1,0,4,1,0,4,0,0,2,1,3,1,1,0,0,0
260,0,12,2,3,1657,0,2,2,2,0,2,0,0,2,1,1,2,1,0,0,0
261,0,24,2,4,1603,0,4,4,1,0,4,2,0,2,1,1,2,1,0,0,0
262,0,18,4,0,5302,0,4,2,2,0,4,3,0,2,2,3,3,1,1,0,0
263,3,12,4,7,2748,0,4,2,1,0,4,3,0,0,2,3,1,1,0,0,0
264,3,10,4,0,1231,0,4,3,2,0,4,0,0,2,1,2,1,2,0,1,0
265,1,15,2,4,802,0,4,4,2,0,3,2,0,2,1,1,2,2,0,0,1
266,3,36,4,9,6304,4,4,4,2,0,4,0,0,2,1,2,2,1,0,0,0
267,3,24,2,4,1533,0,1,4,1,0,3,2,0,1,1,1,2,1,1,0,0
268,0,14,2,0,8978,0,4,1,0,0,4,1,0,2,1,1,3,1,1,1,1
269,3,24,2,4,999,4,4,4,2,0,2,2,1,2,1,2,2,1,0,0,0
270,3,18,2,0,2662,4,3,4,2,0,3,1,0,2,1,1,2,1,0,1,0
271,3,12,4,3,1402,2,3,3,1,0,4,2,0,2,0,1,2,1,1,0,0
272,1,48,1,0,12169,4,0,4,2,1,4,3,0,2,2,1,3,1,1,0,0
273,1,48,2,4,3060,0,3,4,2,0,4,0,0,2,1,2,2,1,0,0,1
274,0,30,2,6,11998,0,1,1,0,0,1,3,0,2,1,1,1,1,1,0,1
275,3,9,2,4,2697,0,2,1,2,0,2,0,0,2,1,1,2,2,0,0,0
276,3,18,4,4,2404,0,2,2,1,0,2,2,0,2,1,2,2,1,0,0,0
277,0,12,2,3,1262,4,4,2,0,0,4,1,0,2,1,1,1,1,1,0,0
278,3,6,2,3,4611,0,1,1,1,0,4,1,0,2,1,1,2,1,0,0,1
279,3,24,2,4,1901,1,2,4,2,0,4,2,0,2,0,1,3,1,1,0,0
280,3,15,4,1,3368,3,4,3,2,0,4,3,1,2,0,2,2,1,1,0,0
281,3,12,2,3,1574,0,2,4,2,0,2,0,0,2,1,1,2,1,0,0,0
282,2,18,1,4,1445,4,3,4,2,0,4,2,0,0,1,1,1,1,0,0,0
283,3,15,4,3,1520,4,4,4,2,0,4,1,0,2,1,1,2,1,0,0,0
284,1,24,4,0,3878,1,1,4,0,0,2,2,0,2,1,1,2,1,1,0,0
285,0,47,2,0,10722,0,1,1,1,0,1,0,0,2,1,1,1,1,1,0,0
286,0,48,2,1,4788,0,3,4,2,0,3,1,0,2,1,1,2,2,0,0,0
287,1,48,3,2,7582,1,0,2,2,0,4,3,0,2,2,1,3,1,1,0,0
288,1,12,2,4,1092,0,2,4,1,2,4,0,0,2,1,2,2,1,1,0,0
289,0,24,3,4,1024,0,1,4,3,0,4,0,0,1,1,1,2,1,0,0,1
290,3,12,2,9,1076,0,2,2,3,0,2,0,0,2,1,1,2,1,1,1,0
291,1,36,2,1,9398,0,1,1,3,0,4,2,0,2,0,1,3,1,1,0,1
292,0,24,4,1,6419,0,4,2,1,0,4,3,0,2,2,2,3,2,1,0,0
293,2,42,4,1,4796,0,4,4,2,0,4,3,0,2,2,1,2,1,0,0,0
294,3,48,4,9,7629,4,4,4,0,0,2,2,0,0,1,2,3,2,0,0,0
295,1,48,2,3,9960,0,1,1,1,0,2,2,0,2,1,1,2,1,1,0,1
296,3,12,2,1,4675,4,1,1,1,0,4,2,1,2,0,1,2,1,0,0,0
297,3,10,2,0,1287,4,4,4,2,1,2,1,0,2,1,1,1,1,0,1,0
298,3,18,2,3,2515,0,2,3,2,0,4,0,0,2,1,1,2,1,1,0,0
299,1,21,4,3,2745,3,3,3,2,0,2,2,0,2,1,2,2,1,1,0,0
300,3,6,2,0,672,0,0,1,1,0,4,0,0,2,1,1,0,1,1,0,0
301,1,36,0,4,3804,0,2,4,1,0,1,2,0,2,1,1,2,1,1,0,1
302,2,24,4,0,1344,4,3,4,2,0,2,0,0,0,1,2,1,2,0,0,1
303,0,10,4,0,1038,0,3,4,2,1,3,1,0,2,1,2,2,1,1,0,0
304,3,48,4,0,10127,2,2,2,2,0,2,3,0,0,2,1,2,1,0,0,1
305,3,6,2,3,1543,3,2,4,0,0,2,0,0,2,1,1,2,1,0,0,0
306,3,30,2,1,4811,4,3,2,1,0,4,1,1,1,0,1,1,1,0,0,0
307,0,12,2,4,727,1,1,4,3,0,3,3,0,2,1,1,1,1,1,0,1
308,1,8,2,3,1237,0,2,3,1,0,4,0,1,2,1,1,2,1,0,0,1
309,1,9,2,0,276,0,2,4,3,0,4,0,1,2,0,1,1,1,0,0,0
310,1,48,2,2,5381,4,0,3,2,0,4,3,0,0,2,1,0,1,1,0,0
311,3,24,2,3,5511,1,2,4,2,0,1,2,1,1,1,1,2,1,0,0,0
312,2,24,2,3,3749,0,1,2,1,0,4,2,0,2,1,1,2,1,0,0,0
313,1,12,2,0,685,0,3,2,3,0,3,2,1,0,1,1,1,1,0,0,1
314,2,4,2,0,1494,4,1,1,2,0,2,0,0,2,1,1,1,2,0,1,0
315,0,36,1,3,2746,0,4,4,2,0,4,2,0,0,1,1,2,1,0,0,1
316,0,12,2,3,708,0,2,2,2,2,3,1,0,2,1,1,1,2,0,0,0
317,1,24,2,3,4351,4,2,1,1,0,4,1,0,2,1,1,1,1,1,0,0
318,3,12,4,7,701,0,2,4,2,0,2,2,0,2,1,2,2,1,0,0,0
319,0,15,3,3,3643,0,4,1,1,0,4,1,0,2,1,2,1,1,0,0,0
320,1,30,4,0,4249,0,0,4,3,0,2,2,0,2,1,2,3,1,0,0,1
321,0,24,2,4,1938,0,1,4,0,0,3,1,0,2,1,1,2,1,0,0,1
322,0,24,2,1,2910,0,3,2,2,0,1,3,0,2,2,1,3,1,1,0,0
323,0,18,2,3,2659,3,2,4,2,0,2,2,0,2,1,1,2,1,0,0,0
324,3,18,4,0,1028,0,2,4,1,0,3,0,0,2,1,2,2,1,0,0,0
325,0,8,4,0,3398,0,3,1,2,0,4,0,0,2,1,2,1,1,0,1,0
326,3,12,4,3,5801,4,4,2,2,0,4,1,0,2,0,1,2,1,1,0,0
327,3,24,2,0,1525,3,3,4,1,0,3,2,0,2,1,1,2,2,1,0,0
328,2,36,2,4,4473,0,4,4,2,0,2,2,0,2,1,1,2,1,0,0,0
329,1,6,2,4,1068,0,4,4,2,0,4,2,0,2,1,1,2,2,0,0,0
330,0,24,4,1,6615,0,0,2,2,0,4,3,0,2,2,2,3,1,1,0,0
331,3,18,4,7,1864,1,2,4,1,0,2,0,0,2,1,2,2,1,0,0,1
332,1,60,2,0,7408,1,1,4,1,0,2,1,1,2,1,1,3,1,0,0,1
333,3,48,4,1,11590,1,2,2,1,0,4,2,1,0,0,2,1,1,0,0,1
334,0,24,0,3,4110,0,4,3,2,0,4,3,1,0,0,2,2,2,0,0,1
335,0,6,4,3,3384,0,2,1,0,0,4,0,0,2,0,1,3,1,1,0,1
336,1,13,2,4,2101,0,1,2,1,2,4,1,1,2,1,1,1,1,0,0,0
337,0,15,2,5,1275,4,2,4,1,0,2,2,1,2,0,1,2,1,0,0,1
338,0,24,2,3,4169,0,2,4,2,0,4,1,0,2,1,1,2,1,0,0,0
339,1,10,2,3,1521,0,2,4,0,0,2,2,0,2,1,1,1,1,0,0,0
340,1,24,4,7,5743,0,1,2,1,0,4,3,1,2,2,2,2,1,1,0,0
341,0,21,2,3,3599,0,3,1,1,0,4,2,0,2,0,1,1,1,0,0,0
342,1,18,2,4,3213,2,1,1,3,0,3,0,1,2,0,1,2,1,0,0,0
343,1,18,2,9,4439,0,4,1,2,1,1,0,0,0,1,1,3,1,1,0,0
344,2,10,2,0,3949,0,1,1,2,2,1,1,0,2,1,1,1,2,0,0,0
345,3,15,4,4,1459,0,2,4,1,0,2,2,0,2,1,1,1,1,0,0,0
346,1,13,4,4,882,0,1,4,2,2,4,0,1,2,1,2,2,1,0,0,0
347,1,24,2,4,3758,2,0,1,1,0,4,3,1,2,0,1,0,1,0,0,0
348,3,6,3,9,1743,1,2,1,2,0,2,0,0,2,1,2,1,1,0,0,0
349,1,9,4,7,1136,3,4,4,2,0,3,3,0,2,2,2,2,2,0,0,1
350,3,9,2,5,1236,0,1,1,1,0,4,0,1,2,0,1,2,1,1,0,0
351,1,9,2,3,959,0,2,1,1,0,2,2,0,2,1,1,2,1,0,1,1
352,3,18,4,1,3229,4,0,2,2,0,4,3,0,2,1,1,3,1,1,0,0
353,0,12,0,4,6199,0,2,4,2,0,2,1,0,2,0,2,2,1,1,0,1
354,3,10,2,7,727,2,4,4,2,0,4,3,0,2,2,1,2,1,1,0,0
355,1,24,2,0,1246,0,1,4,2,0,2,0,1,1,1,1,1,1,0,0,1
356,3,12,4,4,2331,4,4,1,2,1,4,0,0,2,1,1,2,1,1,0,0
357,3,36,3,4,4463,0,2,4,2,0,2,2,0,2,1,2,3,1,1,0,1
358,3,12,2,4,776,0,2,4,3,0,2,0,0,2,1,1,2,1,0,0,0
359,0,30,2,3,2406,0,3,4,1,0,4,0,1,2,0,1,2,1,0,0,1
360,1,18,2,7,1239,4,2,4,2,0,4,3,0,2,2,1,2,1,0,0,0
361,2,12,2,4,3399,4,4,2,2,0,3,2,0,2,1,1,3,1,0,0,0
362,2,12,3,0,2247,0,2,2,1,0,2,2,0,1,1,2,2,1,1,0,0
363,3,6,2,3,1766,0,2,1,3,0,2,1,1,2,0,1,2,1,0,0,0
364,0,18,2,3,2473,0,0,4,2,0,1,2,1,2,1,1,0,1,0,0,1
365,3,12,2,9,1542,0,3,2,2,0,4,2,0,2,1,1,2,1,1,0,0
366,3,18,4,1,3850,0,3,3,2,0,1,2,0,2,1,2,2,1,0,0,0
367,0,18,2,3,3650,0,1,1,1,0,4,2,1,2,0,1,2,1,0,0,0
368,0,36,2,3,3446,0,4,4,2,0,2,2,0,2,1,1,2,2,0,0,1
369,1,18,2,3,3001,0,3,2,1,0,4,0,0,2,0,1,2,1,0,0,0
370,3,36,2,0,3079,4,2,4,2,0,4,0,0,2,1,1,2,1,0,0,0
371,3,18,4,4,6070,0,4,3,2,0,4,2,0,2,1,2,2,1,1,0,0
372,3,10,4,3,2146,0,1,1,1,0,3,0,1,2,0,2,2,1,0,0,0
373,3,60,4,0,13756,4,4,2,2,0,4,3,0,0,2,1,3,1,1,0,0
374,1,60,1,2,14782,1,4,3,1,0,4,3,0,0,2,2,3,1,1,0,1
375,0,48,1,9,7685,0,3,2,1,2,4,2,0,2,0,1,2,1,0,0,1
376,3,18,3,4,2320,0,0,2,3,0,3,0,0,2,1,2,2,1,0,0,0
377,3,7,3,4,846,4,4,3,2,0,4,3,0,2,2,1,2,1,0,0,0
378,1,36,2,0,14318,0,4,4,2,0,2,3,0,2,2,1,3,1,1,0,1
379,3,6,4,0,362,1,2,4,1,0,4,2,0,2,1,2,1,1,0,0,0
380,0,20,2,3,2212,4,3,4,2,0,4,2,0,2,1,1,2,1,1,0,0
381,1,18,2,1,12976,0,0,3,1,0,4,3,0,2,2,1,3,1,1,0,1
382,3,22,2,0,1283,4,3,4,1,0,4,1,1,2,0,1,2,1,0,0,0
383,2,12,2,0,1330,0,1,4,2,0,1,0,0,2,1,1,2,1,0,0,0
384,3,30,3,9,4272,1,2,2,2,0,2,1,0,2,1,2,1,1,0,0,0
385,3,18,4,4,2238,0,2,2,1,0,1,2,1,2,1,2,2,1,0,0,0
386,3,18,2,4,1126,4,1,4,1,0,2,0,1,2,0,1,2,1,1,0,0
387,1,18,4,3,7374,0,0,4,2,0,4,1,0,1,1,2,3,1,1,0,0
388,1,15,4,9,2326,2,2,2,2,0,4,2,0,0,1,1,2,1,0,0,0
389,3,9,2,9,1449,0,3,3,1,0,2,2,0,2,1,2,2,1,0,0,0
390,3,18,2,0,1820,0,2,2,3,0,2,1,0,2,1,1,3,1,1,0,0
391,1,12,2,3,983,3,1,1,1,0,4,0,1,2,0,1,1,1,0,0,0
392,0,36,2,0,3249,0,3,2,2,0,4,3,0,0,2,1,3,2,1,0,0
393,0,6,4,4,1957,0,3,1,1,0,4,2,0,2,1,1,2,1,0,0,0
394,3,9,4,3,2406,0,0,2,2,0,3,2,0,2,1,1,3,1,0,0,0
395,1,39,3,7,11760,1,3,2,2,0,3,3,0,2,0,1,2,1,1,0,0
396,0,12,2,3,2578,0,0,3,1,0,4,3,0,2,2,1,3,1,0,0,0
397,0,36,4,3,2348,0,2,3,3,0,2,1,0,2,1,2,2,1,1,0,0
398,1,12,2,0,1223,0,4,1,0,0,1,0,0,2,0,2,2,1,0,0,1
399,3,24,4,4,1516,3,2,4,1,0,1,0,0,2,1,2,1,1,0,0,0
400,3,18,2,4,1473,0,1,3,3,0,4,0,0,2,1,1,2,1,1,0,0
401,1,18,4,9,1887,4,2,4,3,0,4,0,0,0,1,2,2,1,0,0,0
402,3,24,3,9,8648,0,1,2,2,0,2,2,0,0,1,2,2,1,1,0,1
403,3,14,3,0,802,0,2,4,2,0,2,2,0,2,1,2,1,1,0,0,0
404,1,18,3,0,2899,4,4,4,2,0,4,2,0,2,1,1,2,2,0,0,0
405,1,24,2,4,2039,0,1,1,3,0,1,1,1,2,1,1,2,1,1,0,1
406,3,24,4,1,2197,4,3,4,2,0,4,2,0,2,1,2,2,2,1,0,0
407,0,15,2,4,1053,0,1,4,3,0,2,0,0,2,1,1,2,1,0,1,0
408,3,24,2,4,3235,2,4,3,0,0,2,2,0,2,1,1,3,1,1,0,0
409,2,12,4,0,939,2,3,4,3,0,2,0,0,2,1,3,2,1,1,0,1
410,1,24,2,4,1967,0,4,4,1,0,4,2,1,2,1,1,2,1,1,0,0
411,3,33,4,1,7253,0,3,3,2,0,2,2,0,2,1,2,3,1,1,0,0
412,3,12,4,9,2292,0,0,4,2,0,2,2,0,1,1,2,3,1,1,0,1
413,3,10,2,0,1597,2,2,3,2,0,2,3,0,2,0,1,1,2,0,1,0
414,0,24,2,0,1381,4,2,4,1,0,2,1,0,2,1,1,2,1,0,0,1
415,3,36,4,1,5842,0,4,2,2,0,2,1,0,2,1,2,2,2,1,0,0
416,0,12,2,0,2579,0,1,4,2,0,1,0,0,2,1,1,1,2,0,0,1
417,0,18,3,7,8471,4,2,1,1,0,2,2,1,2,0,2,2,1,1,0,0
418,3,21,2,0,2782,2,3,1,1,0,2,2,0,0,1,1,3,1,0,0,0
419,1,18,2,0,1042,4,2,4,1,0,2,1,0,2,1,1,2,1,0,0,1
420,3,15,2,0,3186,3,3,2,1,0,3,2,1,2,0,1,2,1,0,0,0
421,1,12,2,1,2028,4,2,4,2,0,2,2,0,2,1,1,2,1,0,0,0
422,1,12,4,0,958,0,3,2,2,0,3,0,0,2,1,2,1,2,0,0,0
423,3,21,3,3,1591,1,3,4,2,0,3,0,0,2,1,2,3,1,0,0,0
424,1,12,2,3,2762,4,4,1,1,0,2,1,1,0,1,1,2,1,1,0,1
425,1,18,2,1,2779,0,2,1,3,0,3,2,1,2,0,1,2,1,1,0,0
426,3,28,4,4,2743,0,4,4,2,0,2,2,0,2,1,2,2,1,0,0,0
427,3,18,4,4,1149,3,2,4,2,0,3,0,0,2,1,2,2,1,0,0,0
428,3,9,2,3,1313,0,4,1,2,0,4,2,1,2,1,1,2,1,0,0,0
429,0,18,4,6,1190,0,0,2,1,0,4,3,0,2,2,3,0,2,0,0,1
430,3,5,2,9,3448,0,3,1,2,0,4,0,0,2,1,1,1,1,0,0,0
431,1,24,2,2,11328,0,2,2,2,1,3,2,0,0,1,2,3,1,1,0,1
432,0,6,4,3,1872,0,0,4,2,0,4,3,0,2,2,3,3,1,1,0,0
433,3,24,4,6,2058,0,2,4,0,0,2,0,0,2,1,2,2,1,1,0,0
434,0,9,2,3,2136,0,2,3,2,0,2,0,1,2,1,1,2,1,0,0,0
435,1,12,2,4,1484,4,2,2,3,0,1,0,1,2,1,1,2,1,1,0,1
436,3,6,2,6,660,2,3,2,3,0,4,0,1,2,0,1,1,1,0,0,0
437,3,24,4,0,1287,3,4,4,1,0,4,0,0,2,1,2,2,1,1,0,0
438,0,42,4,6,3394,0,0,4,2,1,4,2,0,2,1,2,0,1,0,0,0
439,2,12,1,9,609,0,1,4,1,0,1,0,0,2,1,1,0,1,0,0,1
440,3,12,2,0,1884,0,4,4,2,0,4,2,0,2,1,1,3,1,1,0,0
441,0,12,2,3,1620,0,2,2,1,1,3,1,0,2,1,1,2,1,0,0,0
442,1,20,3,2,2629,0,2,2,2,0,3,2,0,0,1,2,2,1,1,0,0
443,3,12,2,7,719,0,4,4,2,0,4,2,0,0,1,1,1,2,0,0,1
444,1,48,4,3,5096,0,2,2,1,0,3,2,0,2,1,1,3,1,1,0,1
445,3,9,4,7,1244,4,4,4,1,0,4,1,0,2,0,2,1,1,0,0,0
446,0,36,2,0,1842,0,1,4,1,0,4,2,0,2,1,1,2,1,1,0,1
447,1,7,2,4,2576,0,2,2,2,2,2,0,0,2,1,1,2,1,0,0,0
448,2,12,2,3,1424,4,4,3,1,0,4,0,0,2,1,1,3,1,1,0,0
449,1,15,3,6,1512,3,2,3,3,0,3,1,0,1,1,2,2,1,0,0,1
450,3,36,4,1,11054,4,2,4,2,0,2,2,0,2,1,1,3,1,1,0,0
451,3,6,2,4,518,0,2,3,1,0,1,0,0,2,1,1,2,1,0,0,0
452,3,12,0,3,2759,0,4,2,2,0,4,1,0,2,1,2,2,1,0,0,0
453,3,24,2,1,2670,0,4,4,2,0,4,2,0,2,1,1,3,1,1,0,0
454,0,24,2,0,4817,0,3,2,2,1,3,1,0,2,1,1,2,1,1,0,1
455,3,24,2,1,2679,0,1,4,1,0,1,3,0,2,1,1,3,1,1,0,0
456,0,11,4,0,3905,0,2,2,2,0,2,0,0,2,0,2,2,2,0,0,0
457,0,12,2,1,3386,0,4,3,2,0,4,3,0,2,2,1,2,1,1,0,1
458,0,6,2,5,343,0,1,4,1,0,1,0,0,2,1,1,2,1,0,0,0
459,3,18,2,4,4594,0,1,3,2,0,2,2,0,2,1,1,2,1,1,0,0
460,0,36,2,3,3620,0,2,1,2,2,2,1,0,2,1,1,2,2,0,0,0
461,0,15,2,0,1721,0,1,2,2,0,3,0,0,2,1,1,2,1,0,0,0
462,1,12,2,3,3017,0,1,3,1,0,1,0,0,2,0,1,3,1,0,0,0
463,1,12,2,8,754,4,4,4,2,0,4,1,0,2,1,2,2,1,0,0,0
464,3,18,2,9,1950,0,3,4,2,0,1,2,0,1,1,2,2,1,1,0,0
465,0,24,2,1,2924,0,2,3,2,2,4,3,0,0,1,1,2,2,1,0,0
466,0,24,3,4,1659,0,1,4,1,0,2,2,0,2,0,1,1,1,1,0,1
467,3,48,3,4,7238,4,4,3,2,0,3,2,0,0,1,2,2,2,0,0,0
468,3,33,3,9,2764,0,2,2,1,0,2,2,0,2,1,2,2,1,1,0,0
469,3,24,3,1,4679,0,3,3,2,0,3,2,0,2,1,2,1,1,1,0,0
470,1,24,2,4,3092,1,1,3,3,0,2,2,1,2,0,1,2,1,1,0,1
471,0,6,2,7,448,0,1,4,1,0,4,1,1,2,1,1,2,1,0,0,1
472,0,9,2,0,654,0,2,4,2,0,3,2,0,2,1,1,1,1,0,0,1
473,3,6,2,8,1238,4,0,4,2,0,4,1,0,2,1,1,3,2,1,0,0
474,1,18,4,4,1245,0,2,4,3,0,2,2,0,2,1,1,2,1,0,0,1
475,0,18,0,3,3114,0,1,1,1,0,4,1,0,2,0,1,2,1,0,0,1
476,3,39,2,1,2569,2,2,4,2,0,4,2,1,2,1,1,2,1,0,0,0
477,2,24,2,4,5152,0,3,4,2,0,2,2,1,0,1,1,2,1,0,0,0
478,1,12,2,9,1037,1,3,3,2,0,4,0,0,2,1,1,1,1,0,0,0
479,0,15,4,3,1478,0,4,4,2,0,4,2,0,2,1,2,2,2,1,0,0
480,1,12,4,4,3573,0,2,1,1,0,1,0,1,2,1,1,1,1,0,0,0
481,1,24,2,0,1201,0,1,4,2,0,1,1,0,2,1,1,2,1,0,0,0
482,0,30,2,3,3622,3,4,4,1,0,4,1,0,2,0,2,2,1,1,0,0
483,3,15,3,3,960,3,3,3,1,0,2,1,0,2,1,2,2,1,0,0,0
484,3,12,4,0,1163,2,2,4,2,0,4,0,0,2,1,1,2,1,1,0,0
485,1,6,3,0,1209,0,0,4,2,0,4,1,0,2,1,1,3,1,1,0,1
486,3,12,2,4,3077,0,2,2,2,0,4,2,0,2,1,1,2,1,1,0,0
487,3,24,2,0,3757,0,4,4,1,1,4,3,0,2,2,1,2,1,1,0,0
488,3,10,2,0,1418,1,2,3,2,0,2,0,0,2,0,1,1,1,0,1,0
489,3,6,2,0,3518,0,2,2,2,2,3,1,0,2,0,1,2,1,0,0,0
490,3,12,4,4,1934,0,4,2,2,0,2,3,0,2,1,2,2,1,0,0,0
491,1,27,0,9,8318,0,4,2,1,0,4,3,0,2,2,2,3,1,1,0,1
492,3,6,4,4,1237,1,2,1,1,0,1,1,0,2,1,2,2,1,0,0,0
493,1,6,2,4,368,4,4,4,2,0,4,1,0,2,1,1,2,1,0,0,0
494,0,12,4,0,2122,0,2,3,2,0,2,0,0,2,0,2,1,2,0,1,0
495,0,24,2,3,2996,4,2,2,3,0,4,2,1,2,1,1,2,1,0,0,1
496,1,36,2,3,9034,1,1,4,2,1,1,3,0,2,0,1,3,1,1,0,1
497,3,24,4,3,1585,0,3,4,2,0,3,1,0,2,1,2,2,1,0,0,0
